ensayo_id,lote_id,fecha,mes,sku,producto,linea,proteina_declarada_g,proteina_medida_g,cumple_proteina,humedad_pct,aerobios_ufc_g,metales_pesados_ppm,metodo,resultado
EN-01251,L202604-01164,2026-04-13,2026-04,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,23.1,23.9,True,3.18,805,0.014,Microbiología,Aprobado
EN-01252,L202505-00304,2025-05-10,2025-05,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,26.5,25.7,True,3.19,785,0.021,Kjeldahl,Aprobado
EN-01253,L202504-00268,2025-04-09,2025-04,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),22.5,22.6,True,3.77,559,0.153,Microbiología,Aprobado
EN-01254,L202508-00546,2025-08-18,2025-08,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,23.1,23.7,True,3.76,158,0.008,NIR (analizador infrarrojo),Aprobado
EN-01255,L202504-00213,2025-04-10,2025-04,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,22.5,21.5,True,1.87,894,0.012,NIR (analizador infrarrojo),Aprobado
EN-01256,L202601-00897,2026-01-17,2026-01,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.1,23.5,True,3.22,777,0.021,NIR (analizador infrarrojo),Aprobado
EN-01257,L202605-01223,2026-05-09,2026-05,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,26.2,25.8,True,3.78,1869,0.073,NIR (analizador infrarrojo),Aprobado
EN-01258,L202601-00917,2026-01-15,2026-01,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,25.2,25.3,True,3.71,576,0.049,Microbiología,Rechazado
EN-01259,L202510-00676,2025-10-18,2025-10,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.7,25.4,True,3.42,1534,0.023,Kjeldahl,Aprobado
EN-01260,L202512-00815,2025-12-20,2025-12,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.7,21.6,True,3.07,471,0.007,NIR (analizador infrarrojo),Aprobado
EN-01261,L202505-00343,2025-05-05,2025-05,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),24.5,25.7,True,3.83,160,0.055,NIR (analizador infrarrojo),Aprobado
EN-01262,L202508-00550,2025-08-01,2025-08,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,23.9,24.1,True,2.96,381,0.03,NIR (analizador infrarrojo),Aprobado
EN-01263,L202604-01215,2026-04-26,2026-04,STK-CRE-SAC,Crea Stack Display sachets,Sachets & Display,24.9,24.7,True,3.15,502,0.121,Microbiología,Aprobado
EN-01264,L202601-00967,2026-01-15,2026-01,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),24.0,24.2,True,3.64,128,0.006,Kjeldahl,Aprobado
EN-01265,L202605-01231,2026-05-24,2026-05,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.2,24.3,True,3.45,361,0.128,NIR (analizador infrarrojo),Aprobado
EN-01266,L202505-00296,2025-05-19,2025-05,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,24.6,24.3,True,4.25,296,0.087,Kjeldahl,Aprobado
EN-01267,L202510-00696,2025-10-21,2025-10,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.4,23.3,True,3.51,442,0.033,NIR (analizador infrarrojo),Aprobado
EN-01268,L202501-00074,2025-01-07,2025-01,STK-COL,Collagen Stack 585 g,Polvos & Envasado,26.0,25.4,True,2.64,3225,0.029,Kjeldahl,Aprobado
EN-01269,L202509-00606,2025-09-06,2025-09,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,22.5,22.1,True,2.32,2552,0.023,NIR (analizador infrarrojo),Aprobado
EN-01270,L202502-00105,2025-02-27,2025-02,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,26.2,25.8,True,5.31,412,0.019,Absorción atómica,Aprobado
EN-01271,L202509-00646,2025-09-03,2025-09,STK-GLU,Gluta Stack,Polvos & Envasado,22.7,24.4,True,3.86,581,0.023,Kjeldahl,Aprobado
EN-01272,L202608-01511,2026-08-23,2026-08,MER-BAC,Nutramerican Backpack,Maquila externa,22.5,21.9,True,3.15,164,0.19,Kjeldahl,Aprobado
EN-01273,L202602-01041,2026-02-17,2026-02,RAD-ENX,Energy X,Polvos & Envasado,22.8,22.5,True,2.83,751,0.219,Kjeldahl,Aprobado
EN-01274,L202507-00440,2025-07-19,2025-07,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,23.6,24.0,True,3.98,262,0.716,NIR (analizador infrarrojo),Aprobado
EN-01275,L202602-01020,2026-02-16,2026-02,MEG-SOY,Mega Soy,Polvos & Envasado,23.3,23.5,True,4.21,828,0.019,NIR (analizador infrarrojo),Aprobado
EN-01276,L202502-00092,2025-02-05,2025-02,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.9,24.9,True,5.46,1313,0.006,NIR (analizador infrarrojo),Cuarentena
EN-01277,L202603-01113,2026-03-14,2026-03,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,23.9,24.4,True,2.94,3324,0.056,NIR (analizador infrarrojo),Aprobado
EN-01278,L202606-01349,2026-06-13,2026-06,NUT-SB,Nutra Smart Baby,Polvos & Envasado,26.1,26.4,True,4.85,533,0.024,NIR (analizador infrarrojo),Aprobado
EN-01279,L202601-00909,2026-01-25,2026-01,BIP-CLA-3V,BiPro Classic Vainilla 3 lb,Polvos & Envasado,24.8,26.0,True,3.0,826,0.193,Kjeldahl,Rechazado
EN-01280,L202502-00103,2025-02-25,2025-02,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,24.7,26.2,True,3.35,827,0.041,Kjeldahl,Aprobado
EN-01281,L202504-00239,2025-04-06,2025-04,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,25.8,26.2,True,3.02,303,0.09,NIR (analizador infrarrojo),Aprobado
EN-01282,L202606-01365,2026-06-17,2026-06,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,22.3,22.9,True,4.18,503,0.263,Kjeldahl,Aprobado
EN-01283,L202601-00943,2026-01-03,2026-01,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,24.0,24.1,True,2.01,468,0.195,Absorción atómica,Aprobado
EN-01284,L202605-01271,2026-05-26,2026-05,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.9,27.2,True,4.74,750,0.103,Kjeldahl,Aprobado
EN-01285,L202601-00939,2026-01-09,2026-01,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,24.5,25.6,True,4.83,488,0.038,NIR (analizador infrarrojo),Aprobado
EN-01286,L202604-01182,2026-04-23,2026-04,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.8,24.5,True,2.81,340,0.043,Absorción atómica,Aprobado
EN-01287,L202501-00006,2025-01-27,2025-01,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,24.4,23.9,True,4.51,551,0.002,NIR (analizador infrarrojo),Aprobado
EN-01288,L202607-01398,2026-07-02,2026-07,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,23.5,24.2,True,4.2,125,0.026,Microbiología,Aprobado
EN-01289,L202601-00966,2026-01-14,2026-01,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),23.8,24.3,True,3.66,1031,0.141,NIR (analizador infrarrojo),Cuarentena
EN-01290,L202501-00019,2025-01-25,2025-01,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,24.6,26.1,True,4.49,328,0.011,NIR (analizador infrarrojo),Cuarentena
EN-01291,L202502-00122,2025-02-09,2025-02,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,22.3,23.7,True,3.67,455,0.388,NIR (analizador infrarrojo),Aprobado
EN-01292,L202510-00662,2025-10-20,2025-10,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,23.7,24.8,True,1.31,2964,0.126,Absorción atómica,Aprobado
EN-01293,L202606-01300,2026-06-18,2026-06,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,23.4,23.5,True,4.66,1939,0.013,Microbiología,Aprobado
EN-01294,L202504-00275,2025-04-06,2025-04,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,22.9,22.8,True,3.23,207,0.256,NIR (analizador infrarrojo),Aprobado
EN-01295,L202507-00434,2025-07-23,2025-07,ALI-PAN-TRA,Protein Pancake Tradicional,Horneados & Mezclas,26.6,28.1,True,2.17,1347,0.062,NIR (analizador infrarrojo),Aprobado
EN-01296,L202512-00812,2025-12-06,2025-12,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,26.8,27.7,True,5.32,2799,0.077,NIR (analizador infrarrojo),Rechazado
EN-01297,L202607-01439,2026-07-22,2026-07,NUT-SB,Nutra Smart Baby,Polvos & Envasado,23.6,25.0,True,2.5,418,0.007,NIR (analizador infrarrojo),Cuarentena
EN-01298,L202607-01454,2026-07-13,2026-07,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),24.4,24.3,True,3.9,441,0.054,NIR (analizador infrarrojo),Aprobado
EN-01299,L202503-00182,2025-03-16,2025-03,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,26.5,25.7,True,3.44,577,0.119,NIR (analizador infrarrojo),Aprobado
EN-01300,L202503-00185,2025-03-06,2025-03,NUT-POP-CAJ,Nutra Pops caja,Polvos & Envasado,22.2,23.3,True,3.81,1851,0.143,NIR (analizador infrarrojo),Aprobado
EN-01301,L202506-00407,2025-06-18,2025-06,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),22.6,22.8,True,4.55,639,0.009,Kjeldahl,Aprobado
EN-01302,L202512-00866,2025-12-15,2025-12,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),23.4,23.5,True,2.96,402,0.01,NIR (analizador infrarrojo),Aprobado
EN-01303,L202508-00521,2025-08-20,2025-08,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,25.2,25.7,True,3.42,229,0.066,Kjeldahl,Aprobado
EN-01304,L202602-01004,2026-02-02,2026-02,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,24.2,24.5,True,2.97,599,0.304,NIR (analizador infrarrojo),Aprobado
EN-01305,L202506-00381,2025-06-02,2025-06,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,26.2,26.2,True,3.01,383,0.037,NIR (analizador infrarrojo),Cuarentena
EN-01306,L202507-00428,2025-07-11,2025-07,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,22.9,24.8,True,2.81,1232,0.029,Microbiología,Aprobado
EN-01307,L202502-00079,2025-02-10,2025-02,ALI-FIT-CHO,Fitbar Chocolate,Barras & Snacks,24.6,26.3,True,3.65,603,0.092,Microbiología,Aprobado
EN-01308,L202602-01010,2026-02-25,2026-02,MEG-CAR-COC,Mega Carbs Limonada de Coco,Polvos & Envasado,23.9,24.7,True,4.27,5377,0.011,NIR (analizador infrarrojo),Aprobado
EN-01309,L202608-01519,2026-08-18,2026-08,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.0,22.2,True,2.67,1310,0.396,NIR (analizador infrarrojo),Aprobado
EN-01310,L202509-00608,2025-09-10,2025-09,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,24.0,24.7,True,3.45,1009,0.015,NIR (analizador infrarrojo),Aprobado
EN-01311,L202606-01371,2026-06-10,2026-06,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),23.0,22.5,True,3.9,654,0.059,Microbiología,Aprobado
EN-01312,L202608-01534,2026-08-02,2026-08,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,26.8,26.5,True,3.86,166,0.189,Absorción atómica,Aprobado
EN-01313,L202607-01404,2026-07-22,2026-07,BIP-CLA-3CA,BiPro Classic Capuccino 3 lb,Polvos & Envasado,22.1,23.0,True,4.26,3339,0.087,NIR (analizador infrarrojo),Aprobado
EN-01314,L202602-01058,2026-02-07,2026-02,STK-COMBO,Combo BiPro Lite + Burner Stack,Polvos & Envasado,22.6,22.8,True,4.7,1296,0.076,NIR (analizador infrarrojo),Aprobado
EN-01315,L202603-01092,2026-03-23,2026-03,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,26.5,25.5,True,4.28,1029,0.036,Microbiología,Aprobado
EN-01316,L202603-01102,2026-03-12,2026-03,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,24.4,25.3,True,2.63,437,0.049,NIR (analizador infrarrojo),Aprobado
EN-01317,L202603-01130,2026-03-27,2026-03,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),23.3,24.0,True,3.2,768,0.128,Kjeldahl,Aprobado
EN-01318,L202605-01236,2026-05-04,2026-05,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,25.9,27.6,True,2.3,904,0.051,NIR (analizador infrarrojo),Aprobado
EN-01319,L202606-01356,2026-06-01,2026-06,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,22.7,23.1,True,2.96,120,0.18,Microbiología,Aprobado
EN-01320,L202601-00959,2026-01-04,2026-01,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,26.3,26.9,True,3.96,846,0.067,NIR (analizador infrarrojo),Aprobado
EN-01321,L202508-00560,2025-08-13,2025-08,RAD-ENX,Energy X,Polvos & Envasado,23.1,23.6,True,3.81,553,0.391,NIR (analizador infrarrojo),Aprobado
EN-01322,L202512-00847,2025-12-23,2025-12,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,26.4,28.8,True,5.66,1168,0.147,Microbiología,Aprobado
EN-01323,L202510-00691,2025-10-02,2025-10,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,26.7,26.5,True,4.6,771,0.015,NIR (analizador infrarrojo),Aprobado
EN-01324,L202608-01491,2026-08-26,2026-08,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,22.4,21.6,True,3.8,2465,0.059,Kjeldahl,Aprobado
EN-01325,L202607-01437,2026-07-01,2026-07,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,22.4,24.6,True,4.8,6550,0.178,NIR (analizador infrarrojo),Aprobado
EN-01326,L202507-00437,2025-07-21,2025-07,ALI-PAN-WAF,Protein Pancake & Waffle,Horneados & Mezclas,22.6,22.1,True,4.36,493,0.274,Microbiología,Aprobado
EN-01327,L202507-00491,2025-07-09,2025-07,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,23.7,23.9,True,3.88,70,0.01,NIR (analizador infrarrojo),Aprobado
EN-01328,L202608-01539,2026-08-18,2026-08,RAD-RES-4,Rescue · paca x4,Bebidas RTD (lata),22.1,21.7,True,4.23,705,0.142,NIR (analizador infrarrojo),Aprobado
EN-01329,L202607-01415,2026-07-14,2026-07,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,23.4,24.4,True,4.47,253,0.179,NIR (analizador infrarrojo),Aprobado
EN-01330,L202501-00070,2025-01-09,2025-01,RAD-PWD-TAR,Radical Power Drink tarro,Polvos & Envasado,22.7,24.0,True,2.84,448,0.034,NIR (analizador infrarrojo),Aprobado
EN-01331,L202512-00809,2025-12-01,2025-12,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,23.7,23.4,True,3.82,711,0.181,NIR (analizador infrarrojo),Aprobado
EN-01332,L202604-01185,2026-04-05,2026-04,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,23.3,23.2,True,1.24,155,0.035,NIR (analizador infrarrojo),Aprobado
EN-01333,L202501-00012,2025-01-25,2025-01,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,24.6,26.2,True,3.3,407,0.043,Absorción atómica,Aprobado
EN-01334,L202502-00145,2025-02-10,2025-02,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,22.0,22.1,True,2.39,246,0.039,NIR (analizador infrarrojo),Aprobado
EN-01335,L202601-00918,2026-01-09,2026-01,BIP-MAS-3,BiPro Mass 3 lb,Polvos & Envasado,24.7,24.4,True,2.75,1085,0.041,NIR (analizador infrarrojo),Aprobado
EN-01336,L202509-00640,2025-09-17,2025-09,STK-COL,Collagen Stack 585 g,Polvos & Envasado,24.5,25.4,True,5.07,1897,0.092,Kjeldahl,Aprobado
EN-01337,L202503-00177,2025-03-02,2025-03,MEG-SOY,Mega Soy,Polvos & Envasado,23.4,22.1,False,3.89,346,0.174,NIR (analizador infrarrojo),Aprobado
EN-01338,L202602-00995,2026-02-26,2026-02,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,22.1,22.7,True,3.51,125,0.04,NIR (analizador infrarrojo),Aprobado
EN-01339,L202507-00441,2025-07-17,2025-07,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,25.6,26.6,True,3.24,1433,0.131,Kjeldahl,Aprobado
EN-01340,L202508-00522,2025-08-21,2025-08,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,25.4,25.4,True,3.04,770,0.05,NIR (analizador infrarrojo),Aprobado
EN-01341,L202608-01525,2026-08-03,2026-08,NUT-VEG-400,Nutra Vegan Protein Mocaccino,Polvos & Envasado,26.4,26.2,True,3.66,284,0.197,Kjeldahl,Aprobado
EN-01342,L202602-01005,2026-02-12,2026-02,BIP-LIT-24,BiPro Lite 2.4 lb,Polvos & Envasado,26.4,26.1,True,3.65,520,0.208,NIR (analizador infrarrojo),Aprobado
EN-01343,L202605-01256,2026-05-25,2026-05,MEG-SOY,Mega Soy,Polvos & Envasado,25.5,25.4,True,2.38,1383,0.066,NIR (analizador infrarrojo),Aprobado
EN-01344,L202605-01235,2026-05-27,2026-05,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,22.4,24.3,True,2.86,945,0.127,NIR (analizador infrarrojo),Aprobado
EN-01345,L202502-00144,2025-02-03,2025-02,STK-COL,Collagen Stack 585 g,Polvos & Envasado,26.7,27.7,True,2.82,587,0.085,NIR (analizador infrarrojo),Aprobado
EN-01346,L202511-00754,2025-11-16,2025-11,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,26.3,27.2,True,3.93,1030,0.008,NIR (analizador infrarrojo),Aprobado
EN-01347,L202508-00520,2025-08-09,2025-08,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,25.9,25.0,True,3.19,359,0.025,NIR (analizador infrarrojo),Aprobado
EN-01348,L202606-01323,2026-06-07,2026-06,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,23.2,25.2,True,1.74,605,0.075,NIR (analizador infrarrojo),Aprobado
EN-01349,L202512-00823,2025-12-17,2025-12,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,25.8,26.2,True,3.41,1400,0.02,NIR (analizador infrarrojo),Aprobado
EN-01350,L202507-00429,2025-07-06,2025-07,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,24.9,24.0,True,3.89,310,0.026,Kjeldahl,Aprobado
EN-01351,L202509-00613,2025-09-08,2025-09,MEG-SOY,Mega Soy,Polvos & Envasado,22.4,21.8,True,3.26,1170,0.001,Kjeldahl,Aprobado
EN-01352,L202602-01033,2026-02-22,2026-02,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,24.7,25.0,True,3.03,229,0.015,NIR (analizador infrarrojo),Aprobado
EN-01353,L202503-00157,2025-03-21,2025-03,BIP-CLA-2C,BiPro Classic Chocolate 2 lb,Polvos & Envasado,22.1,21.2,True,3.52,330,0.003,NIR (analizador infrarrojo),Aprobado
EN-01354,L202508-00540,2025-08-07,2025-08,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,25.7,25.1,True,5.35,196,0.322,NIR (analizador infrarrojo),Aprobado
EN-01355,L202605-01291,2026-05-21,2026-05,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,25.9,26.8,True,3.33,400,0.115,NIR (analizador infrarrojo),Aprobado
EN-01356,L202507-00462,2025-07-13,2025-07,MEG-GAI-3,Gainz 3 lb,Polvos & Envasado,24.1,24.4,True,3.62,462,0.082,NIR (analizador infrarrojo),Aprobado
EN-01357,L202508-00577,2025-08-18,2025-08,STK-GLU,Gluta Stack,Polvos & Envasado,26.8,25.8,True,2.82,186,0.056,Microbiología,Aprobado
EN-01358,L202504-00256,2025-04-20,2025-04,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,23.0,24.0,True,4.23,14252,0.142,Kjeldahl,Aprobado
EN-01359,L202602-00980,2026-02-22,2026-02,ALI-CAK-CHO,Protein Cake Chocolate,Horneados & Mezclas,24.1,25.9,True,2.56,1845,0.018,Kjeldahl,Aprobado
EN-01360,L202604-01186,2026-04-08,2026-04,MEG-SOY,Mega Soy,Polvos & Envasado,24.1,22.5,False,2.97,675,0.106,NIR (analizador infrarrojo),Aprobado
EN-01361,L202602-01007,2026-02-27,2026-02,MEG-CAR-CER,Mega Carbs Limón Cereza,Polvos & Envasado,25.5,24.8,True,3.53,39,0.005,Microbiología,Aprobado
EN-01362,L202508-00561,2025-08-05,2025-08,RAD-ENX,Energy X,Polvos & Envasado,26.1,25.3,True,4.24,153,0.023,Absorción atómica,Aprobado
EN-01363,L202503-00209,2025-03-13,2025-03,STK-GLU,Gluta Stack,Polvos & Envasado,26.8,29.1,True,3.2,659,0.077,NIR (analizador infrarrojo),Aprobado
EN-01364,L202601-00911,2026-01-19,2026-01,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,22.7,24.2,True,4.14,453,0.049,Kjeldahl,Aprobado
EN-01365,L202606-01312,2026-06-14,2026-06,BIP-CLA-3CA,BiPro Classic Capuccino 3 lb,Polvos & Envasado,24.7,25.8,True,4.35,261,0.001,NIR (analizador infrarrojo),Aprobado
EN-01366,L202501-00002,2025-01-19,2025-01,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,23.8,24.5,True,1.71,558,0.207,NIR (analizador infrarrojo),Aprobado
EN-01367,L202606-01366,2026-06-20,2026-06,RAD-PWD,Radical Power Drink polvo,Polvos & Envasado,25.0,26.2,True,2.06,935,0.069,NIR (analizador infrarrojo),Aprobado
EN-01368,L202504-00270,2025-04-16,2025-04,STK-BUR-L12,Burner Stack Lata · paca x12,Bebidas RTD (lata),25.4,25.2,True,5.45,221,0.012,NIR (analizador infrarrojo),Aprobado
EN-01369,L202504-00266,2025-04-12,2025-04,RAD-RES-12,Rescue · paca x12,Bebidas RTD (lata),25.8,26.9,True,4.54,688,0.16,NIR (analizador infrarrojo),Aprobado
EN-01370,L202601-00915,2026-01-03,2026-01,BIP-COM-21,BiPro Complex Vainilla 2.1 lb,Polvos & Envasado,23.4,22.9,True,3.88,740,0.151,Kjeldahl,Aprobado
EN-01371,L202504-00231,2025-04-20,2025-04,BIP-CLA-2V,BiPro Classic Vainilla 2 lb,Polvos & Envasado,26.1,26.8,True,3.71,513,0.003,NIR (analizador infrarrojo),Aprobado
EN-01372,L202608-01522,2026-08-15,2026-08,NUT-SB,Nutra Smart Baby,Polvos & Envasado,25.3,26.3,True,4.32,265,0.094,NIR (analizador infrarrojo),Aprobado
EN-01373,L202603-01120,2026-03-13,2026-03,NUT-ZOL,Zolé Vainilla 450 g,Polvos & Envasado,25.1,24.1,True,4.8,616,0.124,NIR (analizador infrarrojo),Aprobado
EN-01374,L202608-01517,2026-08-03,2026-08,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,23.2,23.8,True,3.26,731,0.02,Kjeldahl,Aprobado
EN-01375,L202512-00865,2025-12-26,2025-12,RAD-MYT-12,Myth Legendary Pre-Workout x12,Bebidas RTD (lata),24.3,23.6,True,3.47,340,0.084,NIR (analizador infrarrojo),Aprobado
EN-01376,L202603-01067,2026-03-15,2026-03,ALI-FIT-COC,Fitbar Coco,Barras & Snacks,23.6,24.4,True,3.85,1551,0.038,NIR (analizador infrarrojo),Aprobado
EN-01377,L202512-00874,2025-12-01,2025-12,STK-BUR-L24,Burner Stack Lata · paca x24,Bebidas RTD (lata),23.1,22.7,True,3.42,2095,0.052,NIR (analizador infrarrojo),Aprobado
EN-01378,L202606-01381,2026-06-06,2026-06,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,26.1,26.9,True,3.28,1276,0.054,Microbiología,Aprobado
EN-01379,L202506-00399,2025-06-01,2025-06,NUT-RX,Nut-Rx Vainilla 400 g,Polvos & Envasado,23.5,23.7,True,3.84,3789,0.026,Kjeldahl,Aprobado
EN-01380,L202607-01407,2026-07-04,2026-07,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,23.5,23.5,True,2.62,153,0.002,Kjeldahl,Aprobado
EN-01381,L202501-00046,2025-01-25,2025-01,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,26.6,28.5,True,4.04,607,0.093,Microbiología,Aprobado
EN-01382,L202503-00162,2025-03-08,2025-03,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,22.8,23.4,True,3.9,2092,0.049,NIR (analizador infrarrojo),Aprobado
EN-01383,L202602-00992,2026-02-13,2026-02,BIP-CLA-2N,BiPro Classic Natural 2 lb,Polvos & Envasado,24.1,21.9,False,2.01,128,0.183,NIR (analizador infrarrojo),Aprobado
EN-01384,L202511-00728,2025-11-08,2025-11,ALI-CAK-VAN,Protein Cake Vainilla,Horneados & Mezclas,23.9,23.9,True,4.54,587,0.037,NIR (analizador infrarrojo),Aprobado
EN-01385,L202509-00630,2025-09-22,2025-09,RAD-MYT-24,Myth Legendary Pre-Workout x24,Bebidas RTD (lata),23.0,24.1,True,2.96,1098,0.115,Kjeldahl,Aprobado
EN-01386,L202505-00289,2025-05-12,2025-05,BIP-CLA-09V,BiPro Classic Vainilla 0.9 lb,Polvos & Envasado,22.8,22.2,True,4.74,811,0.173,NIR (analizador infrarrojo),Aprobado
EN-01387,L202602-01060,2026-02-07,2026-02,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,24.3,23.0,False,3.93,564,0.17,NIR (analizador infrarrojo),Aprobado
EN-01388,L202608-01504,2026-08-04,2026-08,MEG-CRE-2,Megaplex Creatine Power 2 lb,Polvos & Envasado,23.8,25.8,True,2.14,336,0.006,NIR (analizador infrarrojo),Aprobado
EN-01389,L202508-00576,2025-08-24,2025-08,STK-CRE-TAR,Crea Stack 1.3 lb,Polvos & Envasado,26.2,26.8,True,3.93,85,0.035,Absorción atómica,Aprobado
EN-01390,L202512-00851,2025-12-10,2025-12,NUT-POP-PK,Nutra Pops pack x12,Polvos & Envasado,22.3,23.2,True,3.72,602,0.041,Kjeldahl,Aprobado
EN-01391,L202606-01340,2026-06-11,2026-06,NUT-C,Nutra-C Ácido Ascórbico 200 g,Polvos & Envasado,24.2,23.3,True,3.05,610,0.113,Microbiología,Aprobado
EN-01392,L202601-00912,2026-01-12,2026-01,BIP-CLA-DIS,BiPro Classic Display sachets,Sachets & Display,25.3,25.9,True,1.33,680,0.02,NIR (analizador infrarrojo),Aprobado
EN-01393,L202605-01255,2026-05-03,2026-05,MEG-NIT-FR,Nitro Shock Frutos Rojos,Polvos & Envasado,23.9,23.5,True,3.75,952,0.053,NIR (analizador infrarrojo),Aprobado
